trade_date,event,symbol,amount,cash_after
,initial_cash,,1000000.0,1000000.0
2019-01-02,buy,SZ002072,-99895.95711364746,900104.0428863525
2019-01-02,buy,SZ002200,-99864.47575205803,800239.5671342944
2019-01-02,buy,SZ300029,-100000.32849211693,700239.2386421775
2019-01-02,buy,SZ300069,-99339.9000725174,600899.3385696602
2019-01-02,buy,SZ300106,-99721.37105259419,501177.96751706605
2019-01-02,buy,SZ300321,-99919.6265887642,401258.34092830186
2019-01-02,buy,SZ300354,-99979.39325835228,301278.94766994956
2019-01-02,buy,SZ300405,-99731.74141321183,201547.20625673773
2019-01-02,buy,SZ300489,-99715.80664916993,101831.3996075678
2019-01-02,buy,SZ300592,-99875.84858198166,1955.5510255861445
2019-02-01,sell,SZ300069,99802.06998753548,101757.62101312162
2019-02-01,sell,SZ300106,4132.391746139527,105890.01275926115
2019-02-01,sell,SZ300321,3490.368548965454,109380.38130822661
2019-02-01,sell,SZ300354,99937.09882284164,209317.48013106827
2019-02-01,sell,SZ300489,3000.742545700073,212318.22267676835
2019-02-01,buy,SZ002072,-15997.694425582886,196320.52825118546
2019-02-01,buy,SZ002633,-93828.26473032475,102492.26352086071
2019-02-01,buy,SZ002890,-93904.34483854294,8587.918682317773
2019-02-01,buy,SZ300029,-2132.648115158081,6455.270567159692
2019-02-01,buy,SZ300405,-1426.600341796875,5028.670225362817
2019-02-01,buy,SZ300592,-1677.1733093261719,3351.4969160366454
2019-03-01,sell,SZ002072,12464.930831003188,15816.427747039834
2019-03-01,sell,SZ002890,112904.88919956207,128721.3169466019
2019-03-01,sell,SZ300029,2659.340677022934,131380.65762362484
2019-03-01,buy,SH600306,-114060.93998751641,17319.717636108428
2019-03-01,buy,SZ002200,-1895.781831741333,15423.935804367095
2019-03-01,buy,SZ002633,-1749.3613052368164,13674.574499130278
2019-03-01,buy,SZ300106,-3077.150945663452,10597.423553466826
2019-03-01,buy,SZ300321,-1407.7920722961426,9189.631481170683
2019-03-01,buy,SZ300405,-864.2769622802734,8325.35451889041
2019-03-01,buy,SZ300489,-2693.331890106201,5632.022628784209
2019-04-01,sell,SZ002633,140413.93724387168,146045.9598726559
2019-04-01,sell,SZ300029,2358.9792507171633,148404.93912337304
2019-04-01,sell,SZ300321,124415.1237593937,272820.0628827667
2019-04-01,sell,SZ300489,6153.882788467407,278973.9456712341
2019-04-01,sell,SZ300592,3412.6168268203737,282386.56249805447
2019-04-01,buy,SH600306,-4542.455368041992,277844.1071300125
2019-04-01,buy,SZ002072,-19420.86815322876,258423.2389767837
2019-04-01,buy,SZ002200,-690.383939743042,257732.85503704066
2019-04-01,buy,SZ300106,-1334.4111251831055,256398.44391185755
2019-04-01,buy,SZ300405,-1401.0846424102783,254997.35926944728
2019-04-01,buy,SZ300665,-125385.84055480958,129611.5187146377
2019-04-01,buy,SZ300680,-125151.18952074528,4460.329193892423
2019-05-06,sell,SH600306,114474.75862133503,118935.08781522745
2019-05-06,sell,SZ002200,132719.08525603294,251654.1730712604
2019-05-06,sell,SZ300106,127097.5323004532,378751.7053717136
2019-05-06,sell,SZ300405,205983.63405135155,584735.3394230652
2019-05-06,sell,SZ300489,136461.6941144657,721197.0335375309
2019-05-06,sell,SZ300680,128938.91580811501,850135.949345646
2019-05-06,buy,SH603029,-128464.38434724808,721671.5649983978
2019-05-06,buy,SH603269,-127879.89451583862,593791.6704825592
2019-05-06,buy,SH603286,-127679.91006950378,466111.7604130555
2019-05-06,buy,SZ002890,-127691.04297838212,338420.71743467334
2019-05-06,buy,SZ300029,-15976.839427947998,322443.87800672534
2019-05-06,buy,SZ300321,-127106.98929767609,195336.88870904926
2019-05-06,buy,SZ300354,-128232.47370758056,67104.4150014687
2019-05-06,buy,SZ300442,-66704.77568139553,399.6393200731691
2019-06-03,sell,SZ002072,105037.20710672378,105436.84642679695
2019-06-03,sell,SZ300029,16089.091871976852,121525.9382987738
2019-06-03,sell,SZ300321,131688.5035574913,253214.4418562651
2019-06-03,sell,SZ300354,151870.0247571945,405084.46661345963
2019-06-03,sell,SZ300442,69934.4144299078,475018.88104336744
2019-06-03,buy,SH600306,-138907.8902615738,336110.9907817936
2019-06-03,buy,SH603029,-7533.144931793213,328577.8458500004
2019-06-03,buy,SH603269,-11473.750667572021,317104.09518242837
2019-06-03,buy,SH603286,-4576.75931930542,312527.33586312295
2019-06-03,buy,SZ000691,-139053.3955547333,173473.94030838966
2019-06-03,buy,SZ000835,-139116.6402686119,34357.300039777765
