execution_date,side,symbol,status,requested_shares,filled_shares
2019-01-02,target,SZ000636,held,46300.0,46300.0
2019-01-02,target,SH600097,held,48500.0,48500.0
2019-01-02,target,SH600230,held,30900.0,30900.0
2019-01-02,target,SZ300159,held,107900.0,107900.0
2019-01-02,target,SH600596,held,46700.0,46700.0
2019-01-02,target,SH600382,held,64700.0,64700.0
2019-01-02,target,SZ300061,held,83300.0,83300.0
2019-01-02,target,SZ000910,held,48400.0,48400.0
2019-01-02,target,SZ000791,held,99000.0,99000.0
2019-01-02,target,SH603980,held,42400.0,42400.0
2019-01-02,target,SH601126,held,97400.0,97400.0
2019-01-02,target,SZ002884,held,23900.0,23900.0
2019-01-02,target,SZ002530,held,76900.0,76900.0
2019-01-02,target,SH600383,held,52000.0,52000.0
2019-01-02,target,SZ002396,held,28900.0,28900.0
2019-01-02,target,SZ002541,held,71000.0,71000.0
2019-01-02,target,SH603669,held,50000.0,50000.0
2019-01-02,target,SH600668,held,42300.0,42300.0
2019-01-02,target,SZ300145,held,153800.0,153800.0
2019-01-02,target,SH600720,held,77000.0,77000.0
2019-02-01,sell,SZ002396,held,28900.0,28900.0
2019-02-01,sell,SH600383,held,52000.0,52000.0
2019-02-01,sell,SH601126,held,97400.0,97400.0
2019-02-01,target,SH600097,held,900.0,900.0
2019-02-01,target,SZ000636,held,2800.0,2800.0
2019-02-01,target,SH600230,held,800.0,800.0
2019-02-01,target,SZ300159,held,1700.0,1700.0
2019-02-01,target,SH600596,held,500.0,500.0
2019-02-01,target,SZ000791,held,2100.0,2100.0
2019-02-01,target,SH600382,held,2500.0,2500.0
2019-02-01,target,SZ002530,held,14000.0,14000.0
2019-02-01,target,SZ000910,held,1600.0,1600.0
2019-02-01,target,SH603980,held,700.0,700.0
2019-02-01,target,SH600668,held,1000.0,1000.0
2019-02-01,target,SZ300145,held,13100.0,13100.0
2019-02-01,target,SZ002884,none,,
2019-02-01,target,SZ002517,held,160500.0,160500.0
2019-02-01,target,SH603669,held,2600.0,2600.0
2019-02-01,target,SZ001914,held,66700.0,66700.0
2019-02-01,target,SZ300061,held,9300.0,9300.0
2019-02-01,target,SH600720,held,2600.0,2600.0
2019-02-01,target,SZ002359,held,77000.0,77000.0
2019-02-01,target,SZ002541,none,,
2019-03-01,sell,SZ002359,held,77000.0,77000.0
2019-03-01,sell,SZ002517,held,160500.0,160500.0
2019-03-01,sell,SZ300061,held,74000.0,74000.0
2019-03-01,sell,SZ300145,held,166900.0,166900.0
2019-03-01,sell,SH603669,held,52600.0,52600.0
2019-03-01,target,SH600097,held,4600.0,4600.0
2019-03-01,target,SZ000636,held,4400.0,4400.0
2019-03-01,target,SH600230,held,1200.0,1200.0
2019-03-01,target,SH600596,held,1900.0,1900.0
2019-03-01,target,SZ300159,held,2500.0,2500.0
2019-03-01,target,SZ000791,held,7000.0,7000.0
2019-03-01,target,SH600382,held,2100.0,2100.0
2019-03-01,target,SH603980,held,2800.0,2800.0
2019-03-01,target,SZ002884,held,2000.0,2000.0
2019-03-01,target,SZ000910,none,,
2019-03-01,target,SZ002541,held,7000.0,7000.0
2019-03-01,target,SH600668,held,3000.0,3000.0
2019-03-01,target,SH600383,held,54600.0,54600.0
2019-03-01,target,SZ002406,held,98500.0,98500.0
2019-03-01,target,SH601126,held,99600.0,99600.0
2019-03-01,target,SZ002396,held,29400.0,29400.0
2019-03-01,target,SH600720,held,7400.0,7400.0
2019-03-01,target,SZ002530,held,17700.0,17700.0
2019-03-01,target,SZ001914,held,8500.0,8500.0
2019-03-01,target,SH603858,held,22000.0,22000.0
2019-04-01,sell,SZ000636,held,44700.0,44700.0
2019-04-01,sell,SZ000791,held,108100.0,108100.0
2019-04-01,sell,SZ001914,held,75200.0,75200.0
2019-04-01,sell,SZ002396,held,29400.0,29400.0
2019-04-01,sell,SZ002530,held,73200.0,73200.0
2019-04-01,sell,SZ002884,held,25900.0,25900.0
2019-04-01,sell,SZ300159,held,107100.0,107100.0
2019-04-01,sell,SH600230,held,30500.0,30500.0
2019-04-01,sell,SH600382,held,69300.0,69300.0
2019-04-01,sell,SH600383,held,54600.0,54600.0
2019-04-01,sell,SH600720,held,81800.0,81800.0
2019-04-01,sell,SH601126,held,99600.0,99600.0
2019-04-01,target,SH600097,held,1000.0,1000.0
2019-04-01,target,SH600823,held,131900.0,131900.0
2019-04-01,target,SH600596,held,700.0,700.0
2019-04-01,target,SH600971,held,89400.0,89400.0
2019-04-01,target,SZ000910,none,,
2019-04-01,target,SH601006,held,83800.0,83800.0
2019-04-01,target,SH603980,held,1400.0,1400.0
2019-04-01,target,SZ300230,held,118700.0,118700.0
2019-04-01,target,SZ000919,held,89400.0,89400.0
2019-04-01,target,SH600668,held,2000.0,2000.0
2019-04-01,target,SZ300061,held,82300.0,82300.0
2019-04-01,target,SH600782,held,113900.0,113900.0
2019-04-01,target,SZ002406,held,7300.0,7300.0
2019-04-01,target,SZ000402,held,80700.0,80700.0
2019-04-01,target,SH603858,held,2100.0,2100.0
2019-04-01,target,SH600051,held,101800.0,101800.0
2019-04-01,target,SH600884,held,46700.0,46700.0
2019-04-01,target,SZ002541,none,,
2019-04-01,target,SZ002150,held,86000.0,86000.0
2019-04-01,target,SH600801,held,29400.0,29400.0
2019-05-06,sell,SZ000402,held,80700.0,80700.0
2019-05-06,sell,SZ000910,held,46800.0,46800.0
2019-05-06,sell,SZ002150,held,86000.0,86000.0
2019-05-06,sell,SZ002541,held,78000.0,78000.0
2019-05-06,sell,SZ300061,held,82300.0,82300.0
2019-05-06,sell,SZ300230,held,118700.0,118700.0
2019-05-06,sell,SH600051,held,101800.0,101800.0
2019-05-06,sell,SH600097,held,53200.0,53200.0
2019-05-06,sell,SH600596,held,49800.0,49800.0
2019-05-06,sell,SH600668,held,48300.0,48300.0
2019-05-06,sell,SH600782,held,113900.0,113900.0
2019-05-06,sell,SH600801,held,29400.0,29400.0
2019-05-06,sell,SH600823,held,131900.0,131900.0
2019-05-06,sell,SH600884,held,46700.0,46700.0
2019-05-06,sell,SH600971,held,89400.0,89400.0
2019-05-06,sell,SH603858,canceled,24100.0,0.0
2019-05-06,sell,SH603980,held,43100.0,43100.0
2019-05-06,target,SZ002195,held,122100.0,122100.0
2019-05-06,target,SH600261,held,154500.0,154500.0
2019-05-06,target,SZ000919,held,12500.0,12500.0
2019-05-06,target,SH600269,held,138500.0,138500.0
2019-05-06,target,SH600382,held,64500.0,64500.0
2019-05-06,target,SZ000581,held,32500.0,32500.0
2019-05-06,target,SZ000636,held,51800.0,51800.0
2019-05-06,target,SH600173,held,142400.0,142400.0
2019-05-06,target,SH601006,held,5400.0,5400.0
2019-05-06,target,SZ000999,held,22700.0,22700.0
2019-05-06,target,SH600677,held,43800.0,43800.0
2019-05-06,target,SH600694,held,22500.0,22500.0
2019-05-06,target,SZ002406,held,2900.0,2900.0
2019-05-06,target,SH600587,held,41100.0,41100.0
2019-05-06,target,SZ002884,held,22600.0,22600.0
2019-05-06,target,SZ002635,held,46600.0,46600.0
2019-05-06,target,SH600603,held,131100.0,131100.0
2019-05-06,target,SH603585,held,28000.0,28000.0
2019-05-06,target,SH600426,held,42500.0,42500.0
2019-05-06,target,SH600328,none,,
2019-06-03,sell,SH600426,held,42500.0,42500.0
2019-06-03,sell,SH600587,held,41100.0,41100.0
2019-06-03,sell,SH603585,held,28000.0,28000.0
2019-06-03,sell,SH603858,held,24100.0,24100.0
2019-06-03,target,SZ002195,held,2500.0,2500.0
2019-06-03,target,SH600261,held,29800.0,29800.0
2019-06-03,target,SZ000919,held,5600.0,5600.0
2019-06-03,target,SZ000636,none,,
2019-06-03,target,SH600269,held,3400.0,3400.0
2019-06-03,target,SH600382,held,3900.0,3900.0
2019-06-03,target,SZ002884,held,4800.0,4800.0
2019-06-03,target,SZ000999,held,300.0,300.0
2019-06-03,target,SZ000581,held,200.0,200.0
2019-06-03,target,SH600173,held,3100.0,3100.0
2019-06-03,target,SZ002635,held,1900.0,1900.0
2019-06-03,target,SH600677,held,9600.0,9600.0
2019-06-03,target,SH601006,held,2700.0,2700.0
2019-06-03,target,SZ002406,held,1100.0,1100.0
2019-06-03,target,SZ000789,held,66900.0,66900.0
2019-06-03,target,SH600516,held,35700.0,35700.0
2019-06-03,target,SH600694,held,300.0,300.0
2019-06-03,target,SH601222,held,140000.0,140000.0
2019-06-03,target,SH600062,held,49300.0,49300.0
2019-06-03,target,SH600603,held,5000.0,5000.0
2019-07-01,sell,SZ000789,held,66900.0,66900.0
2019-07-01,target,SZ002195,held,1600.0,1600.0
2019-07-01,target,SH600261,held,10100.0,10100.0
2019-07-01,target,SZ000919,held,200.0,200.0
2019-07-01,target,SZ000636,held,500.0,500.0
2019-07-01,target,SH600269,held,2700.0,2700.0
2019-07-01,target,SH600382,held,4100.0,4100.0
2019-07-01,target,SH601006,held,3900.0,3900.0
2019-07-01,target,SZ000581,held,2100.0,2100.0
2019-07-01,target,SZ002884,held,2600.0,2600.0
2019-07-01,target,SH600173,held,4100.0,4100.0
2019-07-01,target,SH600694,held,100.0,100.0
2019-07-01,target,SH600677,held,2200.0,2200.0
2019-07-01,target,SZ002635,held,1500.0,1500.0
2019-07-01,target,SZ002406,held,2800.0,2800.0
2019-07-01,target,SH600516,held,1100.0,1100.0
2019-07-01,target,SH603980,held,69500.0,69500.0
2019-07-01,target,SZ000999,held,1100.0,1100.0
2019-07-01,target,SH600062,held,1400.0,1400.0
2019-07-01,target,SH601222,held,4100.0,4100.0
2019-07-01,target,SH600603,held,5300.0,5300.0
2019-08-01,sell,SH600062,held,50700.0,50700.0
2019-08-01,sell,SH600382,held,82880.0,82880.0
2019-08-01,sell,SH600603,held,141400.0,141400.0
2019-08-01,sell,SH600677,held,36400.0,36400.0
2019-08-01,target,SZ002195,held,5400.0,5400.0
2019-08-01,target,SZ000919,held,900.0,900.0
2019-08-01,target,SH600261,held,21800.0,21800.0
2019-08-01,target,SZ000636,held,7000.0,7000.0
2019-08-01,target,SZ002884,held,1600.0,1600.0
2019-08-01,target,SH600269,held,2700.0,2700.0
2019-08-01,target,SZ000789,held,66500.0,66500.0
2019-08-01,target,SH600173,held,4000.0,4000.0
2019-08-01,target,SZ000581,held,300.0,300.0
2019-08-01,target,SH601006,held,1300.0,1300.0
2019-08-01,target,SH603980,held,5000.0,5000.0
2019-08-01,target,SH600694,held,300.0,300.0
2019-08-01,target,SZ002635,held,3600.0,3600.0
2019-08-01,target,SZ000155,held,152700.0,152700.0
2019-08-01,target,SH600516,held,2200.0,2200.0
2019-08-01,target,SZ000999,held,600.0,600.0
2019-08-01,target,SZ002406,held,2000.0,2000.0
2019-08-01,target,SZ300349,held,40600.0,40600.0
2019-08-01,target,SH601222,held,5900.0,5900.0
2019-08-01,target,SH600995,held,81500.0,81500.0
2019-09-02,sell,SZ000155,held,152700.0,152700.0
2019-09-02,sell,SZ000636,held,59300.0,59300.0
2019-09-02,sell,SZ000919,held,81400.0,81400.0
2019-09-02,sell,SZ000999,held,21300.0,21300.0
2019-09-02,sell,SZ002635,held,43400.0,43400.0
2019-09-02,sell,SZ002884,held,45160.0,45160.0
2019-09-02,sell,SZ300349,held,40600.0,40600.0
2019-09-02,sell,SH600173,held,145600.0,145600.0
2019-09-02,sell,SH600269,held,141900.0,141900.0
2019-09-02,sell,SH600694,held,22600.0,22600.0
2019-09-02,sell,SH600995,held,81500.0,81500.0
2019-09-02,sell,SH601006,held,78300.0,78300.0
2019-09-02,sell,SH601222,held,141800.0,141800.0
2019-09-02,sell,SH603980,held,74500.0,74500.0
2019-09-02,target,SH600449,held,69500.0,69500.0
2019-09-02,target,SH600261,held,6200.0,6200.0
2019-09-02,target,SH600720,held,69200.0,69200.0
2019-09-02,target,SH600516,held,5300.0,5300.0
2019-09-02,target,SH600823,held,151600.0,151600.0
2019-09-02,target,SH600387,held,88300.0,88300.0
2019-09-02,target,SH600376,held,79800.0,79800.0
2019-09-02,target,SH603277,held,67100.0,67100.0
2019-09-02,target,SH601567,held,96300.0,96300.0
2019-09-02,target,SZ002406,held,2600.0,2600.0
2019-09-02,target,SZ002195,held,16900.0,16900.0
2019-09-02,target,SH600782,held,138500.0,138500.0
2019-09-02,target,SZ300017,held,60500.0,60500.0
2019-09-02,target,SZ000581,held,1700.0,1700.0
2019-09-02,target,SH603608,held,96200.0,96200.0
2019-09-02,target,SZ002444,held,56800.0,56800.0
2019-09-02,target,SZ000789,held,1200.0,1200.0
2019-09-02,target,SZ002150,held,115600.0,115600.0
2019-09-02,target,SH600382,held,87700.0,87700.0
2019-09-02,target,SH600328,held,77200.0,77200.0
2019-10-08,sell,SZ000789,held,67700.0,67700.0
2019-10-08,sell,SH600328,held,77200.0,77200.0
2019-10-08,sell,SH600516,held,59593.0,59593.0
2019-10-08,sell,SH600823,held,151600.0,151600.0
2019-10-08,sell,SH601567,held,96300.0,96300.0
2019-10-08,target,SH600449,held,2500.0,2500.0
2019-10-08,target,SZ002440,held,53800.0,53800.0
2019-10-08,target,SH600261,held,900.0,900.0
2019-10-08,target,SH600668,held,44400.0,44400.0
2019-10-08,target,SZ002406,held,10100.0,10100.0
2019-10-08,target,SZ000581,held,2600.0,2600.0
2019-10-08,target,SH601019,held,88200.0,88200.0
2019-10-08,target,SZ002195,held,4900.0,4900.0
2019-10-08,target,SH603608,held,4000.0,4000.0
2019-10-08,target,SH603898,held,43600.0,43600.0
2019-10-08,target,SZ300017,held,2300.0,2300.0
2019-10-08,target,SH600720,held,2200.0,2200.0
2019-10-08,target,SZ002150,held,2400.0,2400.0
2019-10-08,target,SH600782,held,3100.0,3100.0
2019-10-08,target,SH603277,held,700.0,700.0
2019-10-08,target,SH600382,held,5400.0,5400.0
2019-10-08,target,SZ002444,held,600.0,600.0
2019-10-08,target,SZ000719,held,70700.0,70700.0
2019-10-08,target,SH600376,held,1800.0,1800.0
2019-10-08,target,SH600387,held,15500.0,15500.0
2019-11-01,sell,SZ000581,held,38400.0,38400.0
2019-11-01,sell,SZ000719,held,70700.0,70700.0
2019-11-01,sell,SZ002195,held,190780.0,190780.0
2019-11-01,sell,SZ002406,held,116300.0,116300.0
2019-11-01,sell,SZ002440,held,53800.0,53800.0
2019-11-01,sell,SZ300017,held,62800.0,62800.0
2019-11-01,sell,SH600376,held,78000.0,78000.0
2019-11-01,sell,SH600387,held,72800.0,72800.0
2019-11-01,sell,SH600668,held,44400.0,44400.0
2019-11-01,sell,SH600782,held,141600.0,141600.0
2019-11-01,sell,SH601019,held,88200.0,88200.0
2019-11-01,sell,SH603277,held,67800.0,67800.0
2019-11-01,sell,SH603608,held,100200.0,100200.0
2019-11-01,sell,SH603898,held,43600.0,43600.0
2019-11-01,target,SH600382,held,4600.0,4600.0
2019-11-01,target,SH600449,held,4600.0,4600.0
2019-11-01,target,SZ000910,held,58100.0,58100.0
2019-11-01,target,SH600720,held,4300.0,4300.0
2019-11-01,target,SZ002884,held,44700.0,44700.0
2019-11-01,target,SZ000933,held,134500.0,134500.0
2019-11-01,target,SH600510,held,93800.0,93800.0
2019-11-01,target,SH600267,held,59500.0,59500.0
2019-11-01,target,SZ000791,held,173000.0,173000.0
2019-11-01,target,SZ002444,held,4400.0,4400.0
2019-11-01,target,SH600261,held,7100.0,7100.0
2019-11-01,target,SZ002150,held,3100.0,3100.0
2019-11-01,target,SH601006,held,82300.0,82300.0
2019-11-01,target,SH600097,held,63700.0,63700.0
2019-11-01,target,SH601222,held,141700.0,141700.0
2019-11-01,target,SZ000069,held,89400.0,89400.0
2019-11-01,target,SZ000932,held,155100.0,155100.0
2019-11-01,target,SH603886,held,34600.0,34600.0
2019-11-01,target,SZ300625,held,41200.0,41200.0
2019-11-01,target,SZ002664,held,43200.0,43200.0
2019-12-02,sell,SZ002150,held,114900.0,114900.0
2019-12-02,target,SH600382,held,5900.0,5900.0
2019-12-02,target,SH600510,held,8500.0,8500.0
2019-12-02,target,SH600720,held,4100.0,4100.0
2019-12-02,target,SZ002884,held,1500.0,1500.0
2019-12-02,target,SZ000933,held,2400.0,2400.0
2019-12-02,target,SH600449,held,5000.0,5000.0
2019-12-02,target,SZ000910,held,6400.0,6400.0
2019-12-02,target,SZ000791,held,4000.0,4000.0
2019-12-02,target,SH600267,held,700.0,700.0
2019-12-02,target,SH600261,held,3900.0,3900.0
2019-12-02,target,SZ002444,held,2600.0,2600.0
2019-12-02,target,SZ300625,held,2200.0,2200.0
2019-12-02,target,SH603886,held,200.0,200.0
2019-12-02,target,SH601222,held,2600.0,2600.0
2019-12-02,target,SH600097,held,2600.0,2600.0
2019-12-02,target,SZ000932,held,13900.0,13900.0
2019-12-02,target,SZ000069,held,2400.0,2400.0
2019-12-02,target,SZ002664,held,4500.0,4500.0
2019-12-02,target,SH601006,held,2000.0,2000.0
2019-12-02,target,SH603585,held,32200.0,32200.0
2020-01-02,sell,SZ000069,held,91800.0,91800.0
2020-01-02,sell,SZ002664,held,47700.0,47700.0
2020-01-02,target,SH600382,held,4000.0,4000.0
2020-01-02,target,SH600510,held,200.0,200.0
2020-01-02,target,SH600449,held,1200.0,1200.0
2020-01-02,target,SZ002884,held,700.0,700.0
2020-01-02,target,SH600720,held,4500.0,4500.0
2020-01-02,target,SZ000933,held,7700.0,7700.0
2020-01-02,target,SH600267,held,10000.0,10000.0
2020-01-02,target,SZ000910,held,2400.0,2400.0
2020-01-02,target,SZ000791,held,9100.0,9100.0
2020-01-02,target,SH600097,held,3400.0,3400.0
2020-01-02,target,SH603886,held,4400.0,4400.0
2020-01-02,target,SH600261,held,3600.0,3600.0
2020-01-02,target,SZ002444,none,,
2020-01-02,target,SZ300625,held,1000.0,1000.0
2020-01-02,target,SH603858,held,33400.0,33400.0
2020-01-02,target,SH601006,held,3900.0,3900.0
2020-01-02,target,SZ000932,held,2100.0,2100.0
2020-01-02,target,SH603585,held,500.0,500.0
2020-01-02,target,SH601222,held,2600.0,2600.0
2020-01-02,target,SH603458,held,36100.0,36100.0
2020-02-03,sell,SZ002444,canceled,64400.0,0.0
2020-02-03,sell,SH603458,canceled,36100.0,0.0
2020-02-03,target,SH600382,held,200.0,200.0
2020-02-03,target,SH600449,none,,
2020-02-03,target,SZ000933,held,100.0,100.0
2020-02-03,target,SH600720,none,,
2020-02-03,target,SZ002884,canceled,1300.0,0.0
2020-02-03,target,SZ000910,none,,
2020-02-03,target,SH600510,none,,
2020-02-03,target,SH600261,none,,
2020-02-03,target,SZ000791,none,,
2020-02-03,target,SH600267,held,21600.0,21600.0
2020-02-03,target,SH600097,held,1200.0,1200.0
2020-02-03,target,SH603585,held,1200.0,1200.0
2020-02-03,target,SH603886,held,1200.0,1200.0
2020-02-03,target,SZ300625,canceled,2200.0,0.0
2020-02-03,target,SH603858,held,600.0,600.0
2020-02-03,target,SH601006,held,3000.0,3000.0
2020-02-03,target,SZ000932,held,10800.0,10800.0
2020-02-03,target,SZ300107,held,28100.0,28100.0
2020-02-03,target,SH603277,none,,
2020-02-03,target,SH601222,canceled,9100.0,0.0
2020-03-02,sell,SZ000932,held,154100.0,154100.0
2020-03-02,sell,SZ002444,held,64400.0,64400.0
2020-03-02,sell,SH600267,held,48600.0,48600.0
2020-03-02,sell,SH600510,held,102500.0,102500.0
2020-03-02,sell,SH601222,held,141700.0,141700.0
2020-03-02,target,SH600382,held,10800.0,10800.0
2020-03-02,target,SH600449,held,1500.0,1500.0
2020-03-02,target,SZ000933,held,29200.0,29200.0
2020-03-02,target,SZ300625,held,200.0,200.0
2020-03-02,target,SZ000910,held,4800.0,4800.0
2020-03-02,target,SH600261,held,20600.0,20600.0
2020-03-02,target,SZ000791,held,21200.0,21200.0
2020-03-02,target,SH603585,held,100.0,100.0
2020-03-02,target,SH603886,held,2600.0,2600.0
2020-03-02,target,SH600720,none,,
2020-03-02,target,SH603458,held,3000.0,3000.0
2020-03-02,target,SZ002724,held,89700.0,89700.0
2020-03-02,target,SH600097,held,1600.0,1600.0
2020-03-02,target,SZ300107,held,82400.0,82400.0
2020-03-02,target,SZ002884,held,6200.0,6200.0
2020-03-02,target,SZ002360,held,131200.0,131200.0
2020-03-02,target,SH601006,held,7700.0,7700.0
2020-03-02,target,SH600516,held,66500.0,66500.0
2020-03-02,target,SH603858,held,1400.0,1400.0
2020-03-02,target,SH600750,held,54100.0,54100.0
2020-04-01,sell,SZ000791,held,207300.0,207300.0
2020-04-01,sell,SZ002360,held,131200.0,131200.0
2020-04-01,sell,SZ002884,held,39300.0,39300.0
2020-04-01,sell,SZ300107,held,110500.0,110500.0
2020-04-01,sell,SH600449,held,62700.0,62700.0
2020-04-01,sell,SH600720,held,54100.0,54100.0
2020-04-01,sell,SH600750,held,54100.0,54100.0
2020-04-01,sell,SH603585,held,34000.0,34000.0
2020-04-01,sell,SH603886,held,42600.0,42600.0
2020-04-01,target,SZ000933,held,5400.0,5400.0
2020-04-01,target,SZ000910,held,6000.0,6000.0
2020-04-01,target,SZ000877,held,57900.0,57900.0
2020-04-01,target,SH600382,held,1500.0,1500.0
2020-04-01,target,SZ300625,held,1500.0,1500.0
2020-04-01,target,SH600261,held,18600.0,18600.0
2020-04-01,target,SZ002746,held,42000.0,42000.0
2020-04-01,target,SH601006,held,1800.0,1800.0
2020-04-01,target,SH600097,held,5800.0,5800.0
2020-04-01,target,SZ002444,held,70000.0,70000.0
2020-04-01,target,SH603858,held,1200.0,1200.0
2020-04-01,target,SH603458,held,4900.0,4900.0
2020-04-01,target,SH603277,held,76000.0,76000.0
2020-04-01,target,SH600668,held,46500.0,46500.0
2020-04-01,target,SZ002233,held,53300.0,53300.0
2020-04-01,target,SZ002724,held,10800.0,10800.0
2020-04-01,target,SH600516,held,6400.0,6400.0
2020-04-01,target,SZ002664,held,48400.0,48400.0
2020-04-01,target,SH603808,held,59500.0,59500.0
2020-04-01,target,SH600987,held,117700.0,117700.0
2020-05-06,sell,SZ000877,held,57900.0,57900.0
2020-05-06,sell,SZ000910,held,60100.0,60100.0
2020-05-06,sell,SZ000933,held,159100.0,159100.0
2020-05-06,sell,SZ002233,held,53300.0,53300.0
2020-05-06,sell,SZ002444,held,70000.0,70000.0
2020-05-06,sell,SZ002664,held,48400.0,48400.0
2020-05-06,sell,SZ002724,held,100500.0,100500.0
2020-05-06,sell,SZ002746,held,42000.0,42000.0
2020-05-06,sell,SZ300625,held,44100.0,44100.0
2020-05-06,sell,SH600097,held,66700.0,66700.0
2020-05-06,sell,SH600516,held,72900.0,72900.0
2020-05-06,sell,SH600668,held,46500.0,46500.0
2020-05-06,sell,SH600987,held,117700.0,117700.0
2020-05-06,sell,SH601006,held,96700.0,96700.0
2020-05-06,sell,SH603277,held,76000.0,76000.0
2020-05-06,sell,SH603458,held,34200.0,34200.0
2020-05-06,sell,SH603808,held,59500.0,59500.0
2020-05-06,sell,SH603858,held,32600.0,32600.0
2020-05-06,target,SH600051,held,77300.0,77300.0
2020-05-06,target,SH603357,held,65600.0,65600.0
2020-05-06,target,SH600750,held,55000.0,55000.0
2020-05-06,target,SH601000,held,291100.0,291100.0
2020-05-06,target,SH600566,held,31300.0,31300.0
2020-05-06,target,SZ002884,held,43000.0,43000.0
2020-05-06,target,SZ000922,held,89500.0,89500.0
2020-05-06,target,SH600064,held,74400.0,74400.0
2020-05-06,target,SZ002270,held,118900.0,118900.0
2020-05-06,target,SZ000600,held,139000.0,139000.0
2020-05-06,target,SH600382,held,2100.0,2100.0
2020-05-06,target,SH600352,held,54900.0,54900.0
2020-05-06,target,SH600035,held,199900.0,199900.0
2020-05-06,target,SZ002234,held,28000.0,28000.0
2020-05-06,target,SZ002583,held,102300.0,102300.0
2020-05-06,target,SH600211,held,24000.0,24000.0
2020-05-06,target,SH600682,held,81700.0,81700.0
2020-05-06,target,SZ002440,held,71000.0,71000.0
2020-05-06,target,SZ002394,held,73600.0,73600.0
2020-05-06,target,SH600261,held,700.0,700.0
2020-06-01,sell,SZ002394,held,73600.0,73600.0
2020-06-01,sell,SH600211,held,24000.0,24000.0
2020-06-01,sell,SH600261,held,184800.0,184800.0
2020-06-01,target,SH600051,held,2100.0,2100.0
2020-06-01,target,SH601000,held,11200.0,11200.0
2020-06-01,target,SH603357,held,2100.0,2100.0
2020-06-01,target,SH600750,held,2000.0,2000.0
2020-06-01,target,SZ002583,held,3500.0,3500.0
2020-06-01,target,SH600566,held,600.0,600.0
2020-06-01,target,SZ002270,held,8300.0,8300.0
2020-06-01,target,SZ002884,held,1300.0,1300.0
2020-06-01,target,SZ002234,held,3200.0,3200.0
2020-06-01,target,SZ000922,held,8000.0,8000.0
2020-06-01,target,SH600035,held,27900.0,27900.0
2020-06-01,target,SZ000600,held,900.0,900.0
2020-06-01,target,SH600382,held,1800.0,1800.0
2020-06-01,target,SZ002440,held,4500.0,4500.0
2020-06-01,target,SH600682,held,8600.0,8600.0
2020-06-01,target,SH600064,held,2100.0,2100.0
2020-06-01,target,SH600777,held,449500.0,449500.0
2020-06-01,target,SH600062,held,54000.0,54000.0
2020-06-01,target,SH601677,held,76100.0,76100.0
2020-06-01,target,SH600352,none,,
2020-07-01,sell,SH600035,held,227800.0,227800.0
2020-07-01,sell,SH600062,held,54000.0,54000.0
2020-07-01,sell,SH600352,held,54900.0,54900.0
2020-07-01,sell,SH600682,held,73100.0,73100.0
2020-07-01,target,SH600051,held,2000.0,2000.0
2020-07-01,target,SH601000,held,17900.0,17900.0
2020-07-01,target,SH603357,held,4400.0,4400.0
2020-07-01,target,SZ002270,held,300.0,300.0
2020-07-01,target,SZ000922,held,3600.0,3600.0
2020-07-01,target,SZ002884,held,500.0,500.0
2020-07-01,target,SH600566,held,2600.0,2600.0
2020-07-01,target,SH600750,held,7500.0,7500.0
2020-07-01,target,SZ002234,held,800.0,800.0
2020-07-01,target,SH600382,held,5300.0,5300.0
2020-07-01,target,SZ002583,held,12200.0,12200.0
2020-07-01,target,SH600777,held,20300.0,20300.0
2020-07-01,target,SH600261,held,200000.0,200000.0
2020-07-01,target,SZ002440,held,3400.0,3400.0
2020-07-01,target,SH600064,held,1100.0,1100.0
2020-07-01,target,SH601677,held,6000.0,6000.0
2020-07-01,target,SZ000600,held,100.0,100.0
2020-07-01,target,SH600496,held,203400.0,203400.0
2020-07-01,target,SZ002746,held,53700.0,53700.0
2020-07-01,target,SZ002394,held,80200.0,80200.0
2020-08-03,sell,SZ000600,held,139800.0,139800.0
2020-08-03,sell,SZ002746,held,53700.0,53700.0
2020-08-03,sell,SH600261,held,200000.0,200000.0
2020-08-03,sell,SH600496,held,203400.0,203400.0
2020-08-03,sell,SH600777,held,469800.0,469800.0
2020-08-03,sell,SH601677,held,82100.0,82100.0
2020-08-03,target,SH601000,held,18100.0,18100.0
2020-08-03,target,SH603357,held,5400.0,5400.0
2020-08-03,target,SH600051,held,12400.0,12400.0
2020-08-03,target,SZ002884,held,5200.0,5200.0
2020-08-03,target,SZ002234,held,3200.0,3200.0
2020-08-03,target,SZ002270,held,3300.0,3300.0
2020-08-03,target,SH600750,held,5400.0,5400.0
2020-08-03,target,SZ002664,held,52400.0,52400.0
2020-08-03,target,SH600566,held,4500.0,4500.0
2020-08-03,target,SH600382,held,7900.0,7900.0
2020-08-03,target,SZ000922,held,300.0,300.0
2020-08-03,target,SH600064,held,4800.0,4800.0
2020-08-03,target,SZ002440,held,6500.0,6500.0
2020-08-03,target,SZ000581,held,36800.0,36800.0
2020-08-03,target,SZ002583,held,5500.0,5500.0
2020-08-03,target,SH603586,held,43200.0,43200.0
2020-08-03,target,SZ002543,held,98300.0,98300.0
2020-08-03,target,SZ002394,held,1100.0,1100.0
2020-08-03,target,SH600062,held,56200.0,56200.0
2020-08-03,target,SH600352,held,54900.0,54900.0
2020-09-01,sell,SZ002234,held,35200.0,35200.0
2020-09-01,sell,SZ002270,held,130200.0,130200.0
