execution_date,symbol,shares,market_value_at_open
2019-01-02,SH600097,52700,499511.6418838501
2019-01-02,SH600114,89500,499474.3072986603
2019-01-02,SH600230,31500,498980.01194000244
2019-01-02,SH600382,133800,499884.55996513367
2019-01-02,SH600516,66200,499988.0799293518
2019-01-02,SH600525,115200,499943.4631347656
2019-01-02,SH600567,169000,499719.5854187012
2019-01-02,SH600585,21800,497904.43572998047
2019-01-02,SH600596,77800,499889.1284942627
2019-01-02,SH600668,47200,499299.698638916
2019-01-02,SH600995,80900,499450.9295940399
2019-01-02,SH601006,80400,499385.6363296509
2019-01-02,SZ000581,36700,499815.8109664917
2019-01-02,SZ000636,48500,499848.2036590576
2019-01-02,SZ000789,75000,485111.26041412354
2019-01-02,SZ002033,95300,499525.3014564514
2019-01-02,SZ002440,67300,499771.7655181885
2019-01-02,SZ002517,131800,499641.78161621094
2019-01-02,SZ002884,78700,499701.1233329773
2019-01-02,SZ300145,154700,499824.95868206024
2019-02-01,SH600062,51600,503107.8243255615
2019-02-01,SH600097,51800,502937.6913070679
2019-02-01,SH600114,82100,503432.34310150146
2019-02-01,SH600230,32500,503640.1867866516
2019-02-01,SH600382,139700,503728.61585617065
2019-02-01,SH600516,60400,503558.24966430664
2019-02-01,SH600525,119600,503514.5788192749
2019-02-01,SH600567,161600,503747.67150878906
2019-02-01,SH600596,79000,503298.8896369934
2019-02-01,SH600668,48700,503843.21966171265
2019-02-01,SH600995,80600,503626.62982940674
2019-02-01,SZ000055,106000,503409.67655181885
2019-02-01,SZ000581,34400,503005.9768676758
2019-02-01,SZ000636,51600,503188.47885131836
2019-02-01,SZ000789,76200,503295.11518478394
2019-02-01,SZ000922,99200,500488.36822509766
2019-02-01,SZ002440,64400,503753.19995880127
2019-02-01,SZ002517,161500,503842.3240184784
2019-02-01,SZ002884,79100,503484.041929245
2019-02-01,SZ300145,168900,503737.4171733856
2019-03-01,SH600097,55900,615106.1512947083
2019-03-01,SH600114,93800,615070.9466934204
2019-03-01,SH600230,30500,613360.6033325195
2019-03-01,SH600382,141200,614998.9204406738
2019-03-01,SH600516,60400,609769.2939758301
2019-03-01,SH600525,89600,614685.6201171875
2019-03-01,SH600567,174000,615138.7596130371
2019-03-01,SH600585,22100,614813.7313842773
2019-03-01,SH600596,80600,614633.6104393005
2019-03-01,SH600668,51000,614436.4414215088
2019-03-01,SH601006,90900,614897.5706577301
2019-03-01,SH603898,37900,614346.9654083252
2019-03-01,SZ000055,104100,615254.6617984772
2019-03-01,SZ000581,37700,613807.8708648682
2019-03-01,SZ000636,46000,614364.6793365479
2019-03-01,SZ000789,82300,614739.1097068787
2019-03-01,SZ000922,100900,614748.7635135651
2019-03-01,SZ002406,106900,615194.0671443939
2019-03-01,SZ002440,66900,615020.5575942993
2019-03-01,SZ002884,84000,615103.3973693848
2019-04-01,SH600097,56000,679905.76171875
2019-04-01,SH600114,95300,679981.9265842438
2019-04-01,SH600230,34800,678542.1867370605
2019-04-01,SH600382,140100,680064.4522190094
2019-04-01,SH600426,62600,679317.4839019775
2019-04-01,SH600516,65100,669267.2198295593
2019-04-01,SH600525,101600,679718.1522369385
2019-04-01,SH600567,179800,680017.672252655
2019-04-01,SH600585,22400,679240.4541015625
2019-04-01,SH600596,80300,679388.2395744324
2019-04-01,SH600598,80500,679564.7559165955
2019-04-01,SH600668,52200,679355.8868408203
2019-04-01,SH600971,149200,679891.7602539062
2019-04-01,SH601006,107200,679783.8340759277
2019-04-01,SZ000055,101600,679729.3434143066
2019-04-01,SZ000581,38000,678792.2210693359
2019-04-01,SZ000636,45600,678769.9699401855
2019-04-01,SZ000910,48400,678894.958114624
2019-04-01,SZ002233,69200,679708.568572998
2019-04-01,SZ002406,112800,679839.7853851318
2019-05-06,SH600173,152200,615550.6004333496
2019-05-06,SH600261,185400,615479.6297550201
2019-05-06,SH600269,150900,615461.5928649902
2019-05-06,SH600327,8200,23603.65881919861
2019-05-06,SH600382,124700,615551.1147022247
2019-05-06,SH600426,59000,615037.4813079834
2019-05-06,SH600516,65100,554172.8018760681
2019-05-06,SH600587,39500,615547.0786094666
2019-05-06,SH600603,150700,615497.9081630707
2019-05-06,SH600694,25300,615048.8254547119
2019-05-06,SH601006,96700,615526.3716697693
2019-05-06,SH601222,132300,615595.5428123474
2019-05-06,SH603585,29900,613574.7035980225
2019-05-06,SZ000581,39400,614088.9434814453
2019-05-06,SZ000636,50700,615571.0762023926
2019-05-06,SZ000919,77400,615163.2016181946
2019-05-06,SZ000999,23200,615561.2854003906
2019-05-06,SZ002195,152300,615493.8841819763
2019-05-06,SZ002406,105000,615118.9684867859
2019-05-06,SZ002635,45900,615107.476902008
2019-05-06,SZ002884,69400,615065.5216217041
2019-06-03,SH600062,50400,582750.0480651855
2019-06-03,SH600173,152500,583688.2394552231
2019-06-03,SH600261,208200,583599.7342586517
2019-06-03,SH600269,151700,583568.8325166702
2019-06-03,SH600382,114800,583343.7799453735
2019-06-03,SH600426,58500,582781.5685272217
2019-06-03,SH600516,72700,583467.6687240601
2019-06-03,SH600603,153600,583598.14453125
2019-06-03,SH600694,25100,582598.0260848999
2019-06-03,SH601006,91500,583295.5276966095
2019-06-03,SH601222,143100,583654.200553894
2019-06-03,SZ000581,38400,583449.5727539062
2019-06-03,SZ000636,48400,582679.362487793
2019-06-03,SZ000789,75200,583302.4803161621
2019-06-03,SZ000919,81700,583484.7423553467
2019-06-03,SZ000999,23000,581801.7158508301
2019-06-03,SZ002195,152600,583593.5359954834
2019-06-03,SZ002406,104400,583627.5278091431
2019-06-03,SZ002635,46900,583441.9737815857
2019-06-03,SZ002884,73200,583615.8199310303
2019-07-01,SH600062,52200,599820.8999633789
2019-07-01,SH600173,154400,600813.5484695435
2019-07-01,SH600261,198200,600708.4555149078
2019-07-01,SH600269,152300,600530.3499221802
2019-07-01,SH600382,121200,600724.049949646
2019-07-01,SH600516,71600,600602.685546875
2019-07-01,SH600603,151200,600684.08203125
2019-07-01,SH600694,25400,598676.9748687744
2019-07-01,SH601006,91900,600410.6573104858
2019-07-01,SH601222,139900,600691.4623260498
2019-07-01,SH603167,65200,600185.9546661377
2019-07-01,SH603980,74800,600779.2308807373
2019-07-01,SZ000581,38800,600804.3327331543
2019-07-01,SZ000636,49400,600034.2081069946
2019-07-01,SZ000919,82000,600780.8542251587
2019-07-01,SZ000999,21900,598977.7484893799
2019-07-01,SZ002195,154300,600805.5072784424
2019-07-01,SZ002406,108000,600790.8382415771
2019-07-01,SZ002635,45300,600236.5347862244
2019-07-01,SZ002884,78300,600149.2980480194
2019-08-01,SH600173,151500,577037.2788906097
2019-08-01,SH600261,175000,577294.0874099731
2019-08-01,SH600269,150700,577087.4276161194
2019-08-01,SH600516,75400,576785.7385635376
2019-08-01,SH600668,52000,573209.1789245605
2019-08-01,SH600694,25200,575239.1899108887
2019-08-01,SH601006,91100,576975.9772777557
2019-08-01,SH601222,142000,577278.6245346069
2019-08-01,SH603980,79500,576691.8017864227
2019-08-01,SZ000155,142600,577108.1059455872
2019-08-01,SZ000581,38700,577338.4557723999
2019-08-01,SZ000636,56600,577225.9595870972
2019-08-01,SZ000789,76000,577021.8257904053
2019-08-01,SZ000919,81800,576716.4611816406
2019-08-01,SZ000999,21600,576144.0582275391
2019-08-01,SZ002195,160800,577235.3353500366
2019-08-01,SZ002380,41400,576530.9761047363
2019-08-01,SZ002406,111000,576934.3285560608
2019-08-01,SZ002635,42200,576116.0680770874
2019-08-01,SZ002884,82000,577055.9501647949
2019-09-02,SH600136,56400,573535.1314544678
2019-09-02,SH600261,169800,573907.3807239532
2019-09-02,SH600382,130800,573662.8744125366
2019-09-02,SH600516,83700,573417.0318603516
2019-09-02,SH600757,108200,558588.8357162476
2019-09-02,SH600995,81900,573762.2308731079
2019-09-02,SH601006,92500,573749.498128891
2019-09-02,SH601567,101500,573822.3206996918
2019-09-02,SH603277,73000,573686.0599517822
2019-09-02,SH603980,79000,573938.7564659119
2019-09-02,SZ000155,145300,574001.8664121628
2019-09-02,SZ000581,41200,573754.878616333
2019-09-02,SZ000636,48300,572968.5244560242
2019-09-02,SZ000789,78300,573436.5961074829
2019-09-02,SZ000919,80400,573785.0566864014
2019-09-02,SZ000999,20800,571952.1942138672
2019-09-02,SZ002195,178900,573749.5775699615
2019-09-02,SZ002406,109400,573627.7619361877
2019-09-02,SZ002884,77700,573531.7873477936
2019-09-02,SZ300017,58100,573461.6211891174
2019-10-08,SH600261,166700,589187.2598171234
2019-10-08,SH600382,137300,589179.5561313629
2019-10-08,SH600516,75900,589274.4215011597
2019-10-08,SH600668,45200,589063.1496429443
2019-10-08,SH600995,84000,589212.4443054199
2019-10-08,SH601006,97300,589483.7268829346
2019-10-08,SH601567,93000,589134.2496871948
2019-10-08,SH603277,72800,588834.6786499023
2019-10-08,SH603980,75700,589440.827703476
2019-10-08,SZ000155,146400,583649.8867034912
2019-10-08,SZ000581,43700,588856.2247276306
2019-10-08,SZ000789,77800,589427.80418396
2019-10-08,SZ000919,84600,589303.7592887878
2019-10-08,SZ000922,95500,589254.1787624359
2019-10-08,SZ000999,21900,589368.3866500854
2019-10-08,SZ002195,181500,589222.4003076553
2019-10-08,SZ002406,118600,589398.938369751
2019-10-08,SZ002440,58500,588966.6094779968
2019-10-08,SZ002884,80100,589115.4111385345
2019-10-08,SZ300017,59700,589261.4822387695
2019-11-01,SH600261,171800,575117.0217514038
2019-11-01,SH600382,127900,574807.5994968414
2019-11-01,SH600449,72200,574417.7496910095
2019-11-01,SH600512,219200,575040.9122467041
2019-11-01,SH600516,80500,574698.5924243927
2019-11-01,SH600668,45700,574172.6267814636
2019-11-01,SH600720,64700,574386.6868019104
2019-11-01,SH600995,82200,575060.3273391724
2019-11-01,SH601006,94000,574766.1867141724
2019-11-01,SH601222,136000,561826.1871337891
2019-11-01,SH603277,70600,575128.1963348389
2019-11-01,SH603585,30900,573420.9411621094
2019-11-01,SH603980,84000,574873.477935791
2019-11-01,SZ000581,41700,573836.351108551
2019-11-01,SZ000922,99000,574875.5965232849
2019-11-01,SZ000933,141400,575015.8697128296
2019-11-01,SZ002195,181500,574978.0197143555
2019-11-01,SZ002440,58700,574891.6023254395
2019-11-01,SZ002444,58200,574193.6061859131
2019-11-01,SZ002884,79500,574480.5200099945
2019-12-02,SH600261,166300,576948.282623291
2019-12-02,SH600382,135900,577175.1058101654
2019-12-02,SH600449,66400,576549.4644165039
2019-12-02,SH600510,101900,576851.2124538422
2019-12-02,SH600512,216800,577014.4872665405
2019-12-02,SH600668,44900,576076.8879890442
2019-12-02,SH600682,62900,576326.3728141785
2019-12-02,SH600720,60200,577054.3195724487
2019-12-02,SH601006,91100,576747.7442264557
2019-12-02,SH603277,69700,576658.59375
2019-12-02,SH603585,32800,576854.0969848633
2019-12-02,SH603980,86900,576840.9578800201
2019-12-02,SZ000922,103300,576994.0950870514
2019-12-02,SZ000933,138100,577217.8070545197
2019-12-02,SZ002195,195500,577176.4818429947
2019-12-02,SZ002440,61500,576456.9282531738
2019-12-02,SZ002444,60400,577095.4639434814
2019-12-02,SZ002775,132400,576952.7076721191
2019-12-02,SZ002884,81900,577154.3712615967
2019-12-02,SZ300017,65600,569546.842956543
2020-01-02,SH600261,162600,631471.2272644043
2020-01-02,SH600328,111300,631583.7899208069
2020-01-02,SH600382,141900,631338.4569168091
2020-01-02,SH600449,65300,631014.5199775696
2020-01-02,SH600510,102300,631539.4464969635
2020-01-02,SH600512,230500,631522.5206613541
2020-01-02,SH600516,75100,618362.0277404785
2020-01-02,SH600668,43300,631370.6521987915
2020-01-02,SH600682,62500,631099.7009277344
2020-01-02,SH601006,95800,631411.4580154419
2020-01-02,SH603585,33300,630720.881652832
2020-01-02,SZ000581,39900,631537.9637718201
2020-01-02,SZ000922,102600,631588.1484031677
2020-01-02,SZ000932,158800,631552.8623580933
2020-01-02,SZ002195,198700,631441.3074016571
2020-01-02,SZ002440,65100,630839.9571418762
2020-01-02,SZ002444,59300,631578.2870292664
2020-01-02,SZ002746,65300,630901.3664245605
2020-01-02,SZ002775,134800,631516.9734954834
2020-01-02,SZ002884,80500,631051.5711307526
2020-02-03,SH600261,170000,546971.4283943176
2020-02-03,SH600382,141900,546991.0770893097
2020-02-03,SH600449,65300,514531.7801952362
2020-02-03,SH600510,102300,551188.2548332214
2020-02-03,SH600512,230500,591235.0960969925
2020-02-03,SH600516,75100,509447.704410553
2020-02-03,SH600668,46300,546514.6423339844
2020-02-03,SH600682,62500,554644.2866325378
2020-02-03,SH601006,95800,541519.3817138672
2020-02-03,SH603585,33600,545477.3071289062
2020-02-03,SH603980,80000,488135.94818115234
2020-02-03,SZ000581,39900,538655.251121521
2020-02-03,SZ000922,102600,549468.4029579163
2020-02-03,SZ000932,166400,546745.2941894531
2020-02-03,SZ002195,198700,553471.4221715927
2020-02-03,SZ002440,65100,555909.1106414795
2020-02-03,SZ002444,59300,618697.1228599548
2020-02-03,SZ002746,65300,517740.2781486511
2020-02-03,SZ002775,134900,541701.8302440643
2020-02-03,SZ002884,80500,577227.6906967163
2020-03-02,SH600261,183000,603663.7315750122
2020-03-02,SH600382,155300,603495.4910516739
2020-03-02,SH600449,66000,603474.1687774658
2020-03-02,SH600516,89000,603697.9908943176
2020-03-02,SH600566,28900,602679.1143417358
2020-03-02,SH600668,45200,603161.251449585
2020-03-02,SH600682,65800,602877.5274276733
2020-03-02,SH600694,30200,603254.515838623
2020-03-02,SH600750,68800,603077.9525756836
2020-03-02,SH601006,106300,603324.3955612183
2020-03-02,SH603277,73800,603068.4688568115
2020-03-02,SH603585,34100,602778.6771774292
2020-03-02,SH603980,90800,603286.8083953857
2020-03-02,SZ000922,99800,603342.4506187439
2020-03-02,SZ000933,154900,589476.3125896454
2020-03-02,SZ002195,194700,603431.0925006866
2020-03-02,SZ002406,118200,603637.859916687
2020-03-02,SZ002440,66000,603283.8306427002
2020-03-02,SZ002746,67500,603110.339641571
2020-03-02,SZ002775,143700,603498.5856056213
2020-04-01,SH600261,199300,576509.2568397522
2020-04-01,SH600382,149800,576441.5505409241
2020-04-01,SH600449,53800,576403.9510726929
2020-04-01,SH600516,95400,575986.3160133362
2020-04-01,SH600566,29400,576450.3524780273
2020-04-01,SH600668,44500,575422.0623970032
2020-04-01,SH600682,68900,575796.1414337158
2020-04-01,SH600694,29200,575774.7459411621
2020-04-01,SH600750,70900,576404.1611671448
2020-04-01,SH601006,106000,576296.8578338623
2020-04-01,SH603277,77000,576320.5938339233
2020-04-01,SH603585,33100,575895.6678390503
2020-04-01,SH603980,93100,576045.8175182343
2020-04-01,SZ000877,57900,575848.778629303
2020-04-01,SZ002195,212200,576523.1172561646
2020-04-01,SZ002440,70200,576522.226524353
2020-04-01,SZ002444,62100,575820.7717895508
2020-04-01,SZ002746,60000,576357.8796386719
2020-04-01,SZ002884,70000,575963.249206543
2020-04-01,SZ300570,27400,568974.83253479
2020-05-06,SH600051,74100,579956.7895889282
2020-05-06,SH600064,106700,580022.0002174377
2020-05-06,SH600211,21800,577725.7797241211
2020-05-06,SH600261,200600,580210.0408554077
2020-05-06,SH600352,51400,579611.2047195435
2020-05-06,SH600382,147400,580207.2169303894
2020-05-06,SH600566,29100,579904.6188354492
2020-05-06,SH600682,68900,551807.537651062
2020-05-06,SH600750,68700,579894.2092895508
2020-05-06,SH601000,345200,580257.330417633
2020-05-06,SH603357,79100,580018.2118415833
2020-05-06,SZ000600,130300,580088.7838840485
2020-05-06,SZ000922,99700,580317.1986579895
2020-05-06,SZ002128,86600,574728.4052848816
2020-05-06,SZ002234,25900,579335.0540161133
2020-05-06,SZ002270,118600,580094.8574066162
2020-05-06,SZ002394,70800,579546.5091705322
2020-05-06,SZ002440,72900,579939.0651226044
2020-05-06,SZ002583,90400,580001.9931793213
2020-05-06,SZ002884,65000,579919.1474914551
2020-06-01,SH600051,74700,597218.4057712555
2020-06-01,SH600062,52200,596637.3538970947
2020-06-01,SH600064,104100,597257.240152359
2020-06-01,SH600273,85500,597292.2420501709
2020-06-01,SH600352,51800,597279.9213409424
2020-06-01,SH600382,145300,596965.396976471
2020-06-01,SH600566,28600,596849.9485015869
2020-06-01,SH600750,66300,596631.3969612122
2020-06-01,SH600777,398200,597280.1578998566
2020-06-01,SH601000,360200,597235.2567434311
2020-06-01,SH601677,96700,586152.6363372803
2020-06-01,SH603357,82000,597204.9045562744
2020-06-01,SZ000581,36500,596024.4598388672
2020-06-01,SZ000600,128300,597111.7845535278
2020-06-01,SZ000922,106300,596797.0754146576
2020-06-01,SZ002234,28200,596835.4373931885
2020-06-01,SZ002270,127400,597017.8886413574
2020-06-01,SZ002440,77800,596823.0170249939
2020-06-01,SZ002583,93900,596815.3654575348
2020-06-01,SZ002884,63100,596525.465297699
2020-07-01,SH600051,76700,633439.0268325806
2020-07-01,SH600064,106000,633587.0952606201
2020-07-01,SH600261,208700,633637.7334594727
2020-07-01,SH600273,85500,633779.9127101898
2020-07-01,SH600352,52500,633033.5140228271
2020-07-01,SH600382,153300,633647.2904205322
2020-07-01,SH600496,184900,628962.651515007
2020-07-01,SH600566,26200,633455.0914764404
2020-07-01,SH600750,57400,633720.9596633911
2020-07-01,SH600777,416900,633740.0759220123
2020-07-01,SH601000,367100,633657.4248790741
2020-07-01,SH603357,87400,633391.1113739014
2020-07-01,SZ000600,128400,633491.1930084229
2020-07-01,SZ000922,109800,633341.1260604858
2020-07-01,SZ002234,29000,633180.4580688477
